network, data_set, data_set_size, num_processes, time_elapsed
bnet-sprinkler, sprinkler-uniform-, 200, 3, 0.37
bnet-sprinkler, sprinkler-uniform-, 200, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 200, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 200, 3, 0.19
bnet-sprinkler, sprinkler-uniform-, 200, 3, 0.31
bnet-sprinkler, sprinkler-uniform-, 200, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 300, 3, 0.2
bnet-sprinkler, sprinkler-uniform-, 300, 3, 0.29
bnet-sprinkler, sprinkler-uniform-, 300, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 300, 3, 0.33
bnet-sprinkler, sprinkler-uniform-, 300, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 300, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 300, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 300, 3, 0.28
bnet-sprinkler, sprinkler-uniform-, 300, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 300, 3, 0.12
bnet-sprinkler, sprinkler-uniform-, 400, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 400, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 400, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 400, 3, 0.12
bnet-sprinkler, sprinkler-uniform-, 400, 3, 0.29
bnet-sprinkler, sprinkler-uniform-, 400, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 400, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 400, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 400, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 400, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 500, 3, 0.19
bnet-sprinkler, sprinkler-uniform-, 500, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 500, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 500, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 500, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 500, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 500, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 500, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 500, 3, 0.21
bnet-sprinkler, sprinkler-uniform-, 500, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 600, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 600, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 600, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 600, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 600, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 600, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 600, 3, 0.2
bnet-sprinkler, sprinkler-uniform-, 600, 3, 0.3
bnet-sprinkler, sprinkler-uniform-, 600, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 600, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 700, 3, 0.2
bnet-sprinkler, sprinkler-uniform-, 700, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 700, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 700, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 700, 3, 0.29
bnet-sprinkler, sprinkler-uniform-, 700, 3, 0.19
bnet-sprinkler, sprinkler-uniform-, 700, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 700, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 700, 3, 0.28
bnet-sprinkler, sprinkler-uniform-, 700, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 800, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 800, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 800, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 800, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 800, 3, 0.31
bnet-sprinkler, sprinkler-uniform-, 800, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 800, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 800, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 800, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 800, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 900, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 900, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 900, 3, 0.28
bnet-sprinkler, sprinkler-uniform-, 900, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 900, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 900, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 900, 3, 0.12
bnet-sprinkler, sprinkler-uniform-, 900, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 900, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 900, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 1000, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 1000, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 1000, 3, 0.42
bnet-sprinkler, sprinkler-uniform-, 1000, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 1000, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 1000, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 1000, 3, 0.28
bnet-sprinkler, sprinkler-uniform-, 1000, 3, 0.2
bnet-sprinkler, sprinkler-uniform-, 1000, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 1000, 3, 0.33
bnet-sprinkler, sprinkler-uniform-, 1100, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 1100, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 1100, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 1100, 3, 0.2
bnet-sprinkler, sprinkler-uniform-, 1100, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1100, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 1100, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 1100, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 1100, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 1100, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 1200, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1200, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1200, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 1200, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 1200, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 1200, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1200, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 1200, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1200, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 1200, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 1300, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 1300, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 1300, 3, 0.19
bnet-sprinkler, sprinkler-uniform-, 1300, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1300, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 1300, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 1300, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 1300, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 1300, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 1300, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 1400, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 1400, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 1400, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 1400, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 1400, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1400, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 1400, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1400, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 1400, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 1400, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 1500, 3, 0.12
bnet-sprinkler, sprinkler-uniform-, 1500, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 1500, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 1500, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 1500, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1500, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 1500, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 1500, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 1500, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1500, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 1600, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 1600, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 1600, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1600, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1600, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 1600, 3, 0.21
bnet-sprinkler, sprinkler-uniform-, 1600, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 1600, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1600, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 1600, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1700, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 1700, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 1700, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 1700, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1700, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 1700, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1700, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 1700, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1700, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 1700, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 1800, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 1800, 3, 0.34
bnet-sprinkler, sprinkler-uniform-, 1800, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 1800, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 1800, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 1800, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 1800, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 1800, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 1800, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 1800, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 1900, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 1900, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 1900, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 1900, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 1900, 3, 0.35
bnet-sprinkler, sprinkler-uniform-, 1900, 3, 0.19
bnet-sprinkler, sprinkler-uniform-, 1900, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 1900, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 1900, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 1900, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2000, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2000, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 2000, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2000, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 2000, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 2000, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 2000, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 2000, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 2000, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 2000, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 2100, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 2100, 3, 0.28
bnet-sprinkler, sprinkler-uniform-, 2100, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 2100, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 2100, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 2100, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 2100, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 2100, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 2100, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 2100, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2200, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2200, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 2200, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 2200, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 2200, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 2200, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 2200, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 2200, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 2200, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2200, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 2300, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2300, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 2300, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 2300, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2300, 3, 0.12
bnet-sprinkler, sprinkler-uniform-, 2300, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 2300, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 2300, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 2300, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 2300, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2400, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 2400, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 2400, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 2400, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 2400, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2400, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 2400, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 2400, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 2400, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2400, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 2500, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 2500, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 2500, 3, 0.21
bnet-sprinkler, sprinkler-uniform-, 2500, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2500, 3, 0.19
bnet-sprinkler, sprinkler-uniform-, 2500, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 2500, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 2500, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 2500, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 2500, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 2600, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 2600, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2600, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 2600, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 2600, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2600, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 2600, 3, 0.3
bnet-sprinkler, sprinkler-uniform-, 2600, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 2600, 3, 0.29
bnet-sprinkler, sprinkler-uniform-, 2600, 3, 0.2
bnet-sprinkler, sprinkler-uniform-, 2700, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 2700, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 2700, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 2700, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 2700, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 2700, 3, 0.19
bnet-sprinkler, sprinkler-uniform-, 2700, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 2700, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 2700, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 2700, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 2800, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 2800, 3, 0.21
bnet-sprinkler, sprinkler-uniform-, 2800, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 2800, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 2800, 3, 0.3
bnet-sprinkler, sprinkler-uniform-, 2800, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 2800, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 2800, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 2800, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 2800, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 2900, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2900, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 2900, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 2900, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 2900, 3, 0.47
bnet-sprinkler, sprinkler-uniform-, 2900, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 2900, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 2900, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 2900, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 2900, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3000, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3000, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 3000, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 3000, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 3000, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 3000, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 3000, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 3000, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 3000, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 3000, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 3100, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3100, 3, 0.19
bnet-sprinkler, sprinkler-uniform-, 3100, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 3100, 3, 0.2
bnet-sprinkler, sprinkler-uniform-, 3100, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 3100, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3100, 3, 0.19
bnet-sprinkler, sprinkler-uniform-, 3100, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 3100, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3100, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 3200, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 3200, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 3200, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 3200, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 3200, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 3200, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 3200, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3200, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 3200, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 3200, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 3300, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3300, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 3300, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 3300, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 3300, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 3300, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 3300, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 3300, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 3300, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3300, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3400, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 3400, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3400, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 3400, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 3400, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 3400, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 3400, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 3400, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 3400, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 3400, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 3500, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 3500, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3500, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 3500, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 3500, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 3500, 3, 0.2
bnet-sprinkler, sprinkler-uniform-, 3500, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3500, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 3500, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 3500, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 3600, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3600, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 3600, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3600, 3, 0.21
bnet-sprinkler, sprinkler-uniform-, 3600, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 3600, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 3600, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 3600, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 3600, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 3600, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 3700, 3, 0.71
bnet-sprinkler, sprinkler-uniform-, 3700, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 3700, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 3700, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 3700, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 3700, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 3700, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 3700, 3, 0.2
bnet-sprinkler, sprinkler-uniform-, 3700, 3, 0.2
bnet-sprinkler, sprinkler-uniform-, 3700, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 3800, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3800, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 3800, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 3800, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 3800, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 3800, 3, 0.28
bnet-sprinkler, sprinkler-uniform-, 3800, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 3800, 3, 0.28
bnet-sprinkler, sprinkler-uniform-, 3800, 3, 0.19
bnet-sprinkler, sprinkler-uniform-, 3800, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 3900, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 3900, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 3900, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 3900, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 3900, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 3900, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 3900, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 3900, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 3900, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 3900, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 4000, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 4000, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 4000, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 4000, 3, 0.26
bnet-sprinkler, sprinkler-uniform-, 4000, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 4000, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 4000, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 4000, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 4000, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 4000, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 4100, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 4100, 3, 0.2
bnet-sprinkler, sprinkler-uniform-, 4100, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 4100, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 4100, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 4100, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 4100, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 4100, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 4100, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 4100, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 4200, 3, 0.15
bnet-sprinkler, sprinkler-uniform-, 4200, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 4200, 3, 0.2
bnet-sprinkler, sprinkler-uniform-, 4200, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 4200, 3, 0.27
bnet-sprinkler, sprinkler-uniform-, 4200, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 4200, 3, 0.25
bnet-sprinkler, sprinkler-uniform-, 4200, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 4200, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 4200, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 4300, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 4300, 3, 0.23
bnet-sprinkler, sprinkler-uniform-, 4300, 3, 0.2
bnet-sprinkler, sprinkler-uniform-, 4300, 3, 0.22
bnet-sprinkler, sprinkler-uniform-, 4300, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 4300, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 4300, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 4300, 3, 0.31
bnet-sprinkler, sprinkler-uniform-, 4300, 3, 0.13
bnet-sprinkler, sprinkler-uniform-, 4300, 3, 0.14
bnet-sprinkler, sprinkler-uniform-, 4400, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 4400, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 4400, 3, 0.18
bnet-sprinkler, sprinkler-uniform-, 4400, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 4400, 3, 0.17
bnet-sprinkler, sprinkler-uniform-, 4400, 3, 0.24
bnet-sprinkler, sprinkler-uniform-, 4400, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 4400, 3, 0.16
bnet-sprinkler, sprinkler-uniform-, 4400, 3, 0.13
